season,team,wp,owp
2003,1175,0.442028986,0.451906625
2003,1190,0.487603306,0.481007557
2003,1238,0.243589744,0.442053701
2003,1284,0.604477612,0.460293867
2003,1287,0.622047244,0.46099839
2003,1293,0.485074627,0.497278449
2003,1354,0.612676056,0.416601278
2003,1456,0.421052632,0.428492076
2003,1254,0.342281879,0.462873794
2003,1306,0.195652174,0.45368408
2003,1417,0.352459016,0.577989902
2003,1105,0.21641791,0.394605989
2003,1107,0.218045113,0.466361925
2003,1263,0.384615385,0.488920366
2003,1276,0.601694915,0.56118354
2003,1396,0.418439716,0.560976285
2003,1212,0.287671233,0.442701932
2003,1269,0.31147541,0.500559597
2003,1311,0.067114094,0.456619574
2003,1336,0.168,0.565299713
2003,1372,0.609022556,0.47989312
2003,1419,0.365517241,0.441436917
2003,1142,0.5,0.470296907
2003,1229,0.218045113,0.539420239
2003,1398,0.051851852,0.442217085
2003,1248,0.330708661,0.451960346
2003,1288,0.182481752,0.381680631
2003,1152,0.044776119,0.461823695
2003,1256,0.338709677,0.519385373
2003,1282,0.333333333,0.47823811
2003,1431,0.090909091,0.467097164
2003,1368,0.297709924,0.482894379
2003,1391,0.153225806,0.469915581
2003,1322,0.212765957,0.449425172
2003,1290,0.551181102,0.436431054
2003,1441,0.208,0.46845784
2003,1357,0.246268657,0.464966959
2003,1415,0.190082645,0.482957114
2003,1205,0.118518519,0.499037614
2003,1366,0.087248322,0.413719336
2003,1271,0.163120567,0.403275729
2003,1253,0.089552239,0.458044709
2003,1289,0.124031008,0.354352289
2003,1115,0.128205128,0.458282776
2003,1299,0.053030303,0.458379681
NA,1430,NA,NA
NA,1413,NA,NA
NA,1255,NA,NA
NA,1294,NA,NA
NA,1355,NA,NA
NA,1244,NA,NA
NA,1295,NA,NA
NA,1316,NA,NA
NA,1312,NA,NA
NA,1146,NA,NA
NA,1445,NA,NA
NA,1195,NA,NA
NA,1167,NA,NA
NA,1300,NA,NA
NA,1342,NA,NA
NA,1367,NA,NA
NA,1223,NA,NA
NA,1315,NA,NA
NA,1188,NA,NA
NA,1136,NA,NA
NA,1370,NA,NA
NA,1377,NA,NA
NA,1303,NA,NA
NA,1297,NA,NA
NA,1213,NA,NA
NA,1262,NA,NA
NA,1230,NA,NA
NA,1101,NA,NA
2004,1104,0.530434783,0.638861638
2004,1272,0.713114754,0.543029738
2004,1266,0.556521739,0.533815829
2004,1296,0.201612903,0.449530705
2004,1400,0.783783784,0.607741971
2004,1458,0.655737705,0.583897556
2004,1161,0.338709677,0.548037373
2004,1186,0.52173913,0.501263435
2004,1194,0.25984252,0.444599299
2004,1166,0.651162791,0.494006483
2004,1202,0.519685039,0.450485159
2004,1237,0.58778626,0.449092336
2004,1323,0.576,0.58766985
2004,1125,0.705882353,0.496223828
2004,1156,0.106870229,0.509391082
2004,1183,0.125,0.43555163
2004,1314,0.508928571,0.622764204
2004,1353,0.420168067,0.587059562
2004,1390,0.941176471,0.525275539
2004,1426,0.5,0.436842238
2004,1462,0.633093525,0.569032449
2004,1196,0.564814815,0.639165021
2004,1242,0.651376147,0.608699392
2004,1422,0.326241135,0.451627697
2004,1304,0.462809917,0.527975436
2004,1113,0.286885246,0.515761048
2004,1116,0.333333333,0.567068381
2004,1117,0.55,0.43489047
2004,1120,0.377192982,0.57969938
2004,1122,0.637037037,0.492054146
2004,1123,0.413533835,0.525805388
2004,1133,0.397058824,0.489548678
2004,1139,0.438848921,0.467667532
2004,1140,0.581196581,0.576199219
2004,1141,0.149606299,0.49193126
2004,1148,0.448818898,0.456259937
2004,1150,0.729927007,0.553600226
2004,1151,0.534351145,0.494056863
2004,1157,0.417910448,0.421507756
2004,1158,0.611940299,0.473013204
2004,1160,0.595238095,0.543390981
2004,1165,0.358778626,0.44049162
2004,1179,0.362204724,0.493721856
2004,1187,0.366071429,0.503018297
2004,1191,0.184397163,0.534916185
2004,1200,0.156028369,0.565313258
2004,1207,0.408,0.513476454
2004,1211,1,0.535761122
2004,1217,0.141843972,0.487439827
2004,1218,0.56779661,0.54706067
2004,1219,0.560810811,0.385232616
2004,1232,0.30952381,0.50372698
2004,1241,0.211678832,0.455871086
2004,1247,0.394495413,0.534884705
2004,1250,0.507462687,0.403515395
2004,1258,0.455284553,0.463003427
2004,1261,0.556521739,0.579411922
2004,1265,0.119047619,0.484047173
2004,1267,0.422764228,0.542630791
2004,1277,0.596638655,0.592781473
2004,1281,0.546218487,0.604646692
2004,1298,0.138211382,0.472182214
2004,1301,0.616,0.60841752
2004,1308,0.396551724,0.496242816
2004,1317,0.362962963,0.441530649
2004,1320,0.581967213,0.528127348
2004,1321,0.414634146,0.548077724
2004,1328,0.540540541,0.557992277
2004,1329,0.866666667,0.559770815
2004,1340,0.309352518,0.441642429
2004,1343,0.782258065,0.42887268
2004,1345,0.462184874,0.497870738
2004,1348,0.558139535,0.530442117
2004,1349,0.595238095,0.527852012
2004,1350,0.576388889,0.575590908
2004,1352,0.376811594,0.465068263
2004,1365,0.421875,0.513326887
2004,1373,0.424657534,0.497698683
2004,1375,0.297709924,0.522107246
2004,1379,0.299145299,0.550939959
2004,1382,0.170731707,0.559973059
2004,1384,0.351724138,0.430221947
2004,1394,0.449152542,0.474283343
2004,1395,0.371900826,0.564604956
2004,1397,0.404958678,0.559049516
2004,1403,0.584,0.580373236
2004,1404,0.1953125,0.489944362
2004,1412,0.669565217,0.584117633
2004,1425,0.5,0.554230383
2004,1427,0.629310345,0.433550276
2004,1428,0.68852459,0.548117727
2004,1435,0.603305785,0.583695527
2004,1436,0.709219858,0.440883691
2004,1437,0.456896552,0.603966241
2004,1438,0.495867769,0.566322788
2004,1451,0.427419355,0.488723403
2004,1452,0.440366972,0.529157888
2004,1112,0.643478261,0.556783129
2004,1124,0.198198198,0.541160049
2004,1127,0.483870968,0.478074617
2004,1131,0.835714286,0.447139642
2004,1143,0.385245902,0.555663483
2004,1145,0.380597015,0.479958243
2004,1153,0.696,0.592529999
2004,1163,0.75,0.59763544
2004,1177,0.672131148,0.554529875
2004,1178,0.573529412,0.483951076
2004,1181,0.852173913,0.62819237
2004,1185,0.390625,0.436446746
2004,1198,0.070866142,0.460300596
2004,1208,0.389830508,0.601474108
2004,1209,0.64516129,0.473273626
2004,1210,0.658914729,0.597409304
2004,1225,0.335820896,0.516684245
2004,1226,0.349514563,0.492929954
2004,1233,0.26119403,0.509101334
2004,1240,0.328358209,0.424945936
2004,1257,0.643478261,0.604574738
2004,1259,0.023622047,0.462166944
2004,1273,0.234482759,0.507140522
2004,1274,0.435897436,0.479507765
2004,1319,0.422535211,0.421868701
2004,1335,0.664233577,0.472981062
2004,1338,0.858333333,0.561022299
2004,1341,0.244444444,0.441424283
2004,1344,0.729508197,0.586236424
2004,1351,0.476923077,0.445827585
2004,1360,0.066666667,0.511177981
2004,1371,0.643478261,0.593103525
2004,1386,1,0.567206047
2004,1392,0.307142857,0.469595949
2004,1409,0.263157895,0.534675108
2004,1418,0.570247934,0.519393919
2004,1420,0.246376812,0.452154426
2004,1429,0.888888889,0.477701069
2004,1440,0.099173554,0.456054616
2004,1442,0.067164179,0.466593655
2004,1444,0.772357724,0.481661614
2004,1450,0.41322314,0.519224228
2004,1453,0.525547445,0.472199788
2004,1455,0.663865546,0.536738286
2004,1460,0.481751825,0.472343114
2004,1461,0.245901639,0.572727546
2004,1114,0.451327434,0.452873848
2004,1138,0.592857143,0.477547049
2004,1155,0.254237288,0.621342729
2004,1169,0.362204724,0.497246291
2004,1173,0.664122137,0.529946866
2004,1199,0.424242424,0.576123864
2004,1204,0.661157025,0.417972537
2004,1227,0.811023622,0.455809361
2004,1228,0.833333333,0.550339705
2004,1234,0.512605042,0.541247004
2004,1268,0.576576577,0.633783195
2004,1278,0.2890625,0.52711158
2004,1286,0.37254902,0.419081855
2004,1332,0.518867925,0.541771733
2004,1334,0.755905512,0.496437989
2004,1347,0.313432836,0.398478826
2004,1356,0.872180451,0.527256597
2004,1364,0.563636364,0.470611499
2004,1374,0.37007874,0.508939165
2004,1376,0.6015625,0.537875992
2004,1380,0.355072464,0.418272361
2004,1393,0.736842105,0.593993216
2004,1401,0.218045113,0.50870036
2004,1405,0.601351351,0.498103204
2004,1424,0.5,0.545406284
2004,1439,0.442622951,0.528149942
2004,1111,0.255172414,0.512185013
2004,1180,0.658333333,0.502669274
2004,1182,0.340909091,0.511506363
2004,1192,0.539007092,0.463143301
2004,1214,0.427480916,0.420383947
2004,1231,0.487804878,0.578863696
2004,1239,0.408333333,0.44192022
2004,1243,0.4,0.529201227
2004,1246,0.803921569,0.614577669
2004,1260,0.275862069,0.52004584
2004,1264,0.778688525,0.507591819
2004,1280,0.952380952,0.562370176
2004,1307,0.324324324,0.513503934
2004,1326,0.406779661,0.500278447
2004,1359,0.279069767,0.472091633
2004,1383,0.519685039,0.415246581
2004,1406,0.211678832,0.46495846
2004,1407,0.801652893,0.479178943
2004,1416,0.820895522,0.476399118
2004,1102,0.730769231,0.462385678
2004,1108,0.326241135,0.443262035
2004,1129,0.708029197,0.5139248
2004,1130,0.627118644,0.589397053
2004,1137,0.314049587,0.476777946
2004,1147,0.435483871,0.453717894
2004,1159,0.427480916,0.431200344
2004,1216,0.314516129,0.479562293
2004,1221,0.419847328,0.441243741
2004,1224,0.261538462,0.398140808
2004,1251,0.457142857,0.474758815
2004,1283,0.484848485,0.53231629
2004,1285,0.268656716,0.489544883
2004,1305,0.578947368,0.576269075
2004,1313,0.362903226,0.337669444
2004,1324,0.297709924,0.465535059
2004,1330,0.527131783,0.526605055
2004,1331,0.532258065,0.457458455
2004,1378,0.19379845,0.522064588
2004,1385,0.176,0.592462021
2004,1423,0.410447761,0.518320988
2004,1434,0.504347826,0.475247862
2004,1443,0.464566929,0.504956466
2004,1447,0.404255319,0.477870258
2004,1454,0.588652482,0.542709971
2004,1172,0.421487603,0.519501871
2004,1270,0.21875,0.475363726
2004,1279,0.355371901,0.572168831
2004,1292,0.503816794,0.500995539
2004,1309,0.419354839,0.505454006
2004,1339,0.375886525,0.508041067
2004,1389,0.526717557,0.525350853
2004,1448,0.617391304,0.599382832
2004,1457,0.491666667,0.432000129
2004,1369,0.258064516,0.443543242
2004,1408,0.263157895,0.516688961
2004,1410,0.368,0.487758601
2004,1201,0.477272727,0.568735517
2004,1203,0.533834586,0.533701848
2004,1235,0.401639344,0.564557289
2004,1388,0.504273504,0.514959475
2004,1402,0.356435644,0.427345237
2004,1103,0.381944444,0.466042445
2004,1135,0.456521739,0.452052
2004,1144,0.063829787,0.452774579
2004,1149,0.106557377,0.444933879
2004,1176,0.440298507,0.481361304
2004,1189,0.267716535,0.476050601
2004,1197,0.319148936,0.42066218
2004,1220,0.434210526,0.515331431
2004,1236,0.044117647,0.514575896
2004,1245,0.677165354,0.496549234
2004,1249,0.185840708,0.45550582
2004,1291,0.326241135,0.470806911
2004,1318,0.579710145,0.449272261
2004,1346,0.188034188,0.443104414
2004,1358,0.312,0.42889019
2004,1361,0.31092437,0.561072697
2004,1363,0.077586207,0.492374595
2004,1381,0.27480916,0.485373507
2004,1387,0.556521739,0.560533353
2004,1414,0.213675214,0.492828762
2004,1464,0.177304965,0.508107014
2004,1119,0.183486239,0.43106763
2004,1174,0.525547445,0.490650419
2004,1399,0.299212598,0.480233002
2004,1463,0.32231405,0.482168799
2004,1128,0.675213675,0.394183024
2004,1168,0.323076923,0.473683655
2004,1193,0.6,0.460334957
2004,1206,0.620437956,0.497822455
2004,1325,0.231343284,0.50153008
2004,1333,0.296,0.510028339
2004,1337,0.464566929,0.527633317
2004,1362,0.462686567,0.516745323
2004,1421,0.255172414,0.495704558
2004,1459,0.215827338,0.489275515
2004,1110,0.507246377,0.463236626
2004,1126,0.248275862,0.383262991
2004,1171,0.085470085,0.427227097
2004,1411,0.31884058,0.379248992
2004,1433,0.691729323,0.502677735
2004,1132,0.333333333,0.495919268
2004,1170,0.335820896,0.430990364
2004,1184,0.358208955,0.465251086
2004,1222,0.256198347,0.531414581
2004,1275,0.575,0.521899727
2004,1106,0.427480916,0.430063693
2004,1154,0.108333333,0.496770218
2004,1252,0.125984252,0.463588398
2004,1310,0.708029197,0.475905983
2004,1449,0.563909774,0.546626034
2004,1162,0.3125,0.42509046
2004,1164,0.474820144,0.401348209
2004,1175,0.394366197,0.453779695
2004,1190,0.8359375,0.46865482
2004,1238,0.308219178,0.425691409
2004,1284,0.513888889,0.479905747
2004,1287,0.419847328,0.478010214
2004,1293,0.778571429,0.471739704
2004,1354,0.605263158,0.39933556
2004,1456,0.164179104,0.498346232
2004,1254,0.186567164,0.453460616
2004,1306,0.312056738,0.453018735
2004,1417,0.295652174,0.556903955
2004,1105,0.326086957,0.398901694
2004,1107,0.167883212,0.46471643
2004,1263,0.58778626,0.440225539
2004,1276,0.508474576,0.558920399
2004,1396,0.568965517,0.530471153
2004,1212,0.338129496,0.425846943
2004,1269,0.294573643,0.535823236
2004,1311,0.049586777,0.418508459
2004,1336,0.222222222,0.535728663
2004,1372,0.529850746,0.421399779
2004,1419,0.274647887,0.469375309
2004,1142,0.330708661,0.461599277
2004,1229,0.215384615,0.54631844
2004,1398,0.183098592,0.469607285
2004,1248,0.580152672,0.459148331
2004,1288,0.314049587,0.422164187
2004,1152,0.281879195,0.520202898
2004,1256,0.434782609,0.489616173
2004,1282,0.466165414,0.449550532
2004,1431,0.68852459,0.522854249
2004,1368,0.555555556,0.417800665
2004,1391,0.383333333,0.47852983
2004,1322,0.310077519,0.45340816
2004,1290,0.725663717,0.40554793
2004,1441,0.297520661,0.477442227
2004,1357,0.368794326,0.437176773
2004,1415,0.267175573,0.470675629
2004,1205,0.211267606,0.4544103
2004,1366,0.109589041,0.492648236
2004,1271,0.262411348,0.387008736
2004,1253,0.141791045,0.466058287
NA,1289,NA,NA
2004,1115,0.046979866,0.440801339
2004,1299,0.063380282,0.44714814
NA,1430,NA,NA
NA,1413,NA,NA
NA,1255,NA,NA
NA,1294,NA,NA
NA,1355,NA,NA
NA,1244,NA,NA
NA,1295,NA,NA
NA,1316,NA,NA
NA,1312,NA,NA
NA,1146,NA,NA
NA,1445,NA,NA
NA,1195,NA,NA
NA,1167,NA,NA
NA,1300,NA,NA
NA,1342,NA,NA
NA,1367,NA,NA
NA,1223,NA,NA
NA,1315,NA,NA
NA,1188,NA,NA
NA,1136,NA,NA
NA,1370,NA,NA
NA,1377,NA,NA
NA,1303,NA,NA
NA,1297,NA,NA
NA,1213,NA,NA
NA,1262,NA,NA
NA,1230,NA,NA
NA,1101,NA,NA
2005,1104,0.745901639,0.582765724
2005,1272,0.569230769,0.541465023
2005,1266,0.583333333,0.5463738
2005,1296,0.289655172,0.506764514
2005,1400,0.593220339,0.561298955
2005,1458,0.64,0.602833986
2005,1161,0.219512195,0.499769
2005,1186,0.192592593,0.495130093
2005,1194,0.420289855,0.474511238
2005,1166,0.621212121,0.547731693
2005,1202,0.456140351,0.46463266
2005,1237,0.451612903,0.476794353
2005,1323,0.553719008,0.55079586
2005,1125,0.442857143,0.481447429
2005,1156,0.2265625,0.480686694
2005,1183,0.28358209,0.431752078
2005,1314,0.87826087,0.581428289
2005,1353,0.253968254,0.596821183
2005,1390,0.613207547,0.579094261
2005,1426,0.3359375,0.432411422
2005,1462,0.512,0.493621417
2005,1196,0.666666667,0.589230446
2005,1242,0.737288136,0.657660641
2005,1422,0.40625,0.481882257
2005,1304,0.464,0.55562097
2005,1113,0.540322581,0.574502221
2005,1116,0.477477477,0.528321254
2005,1117,0.41025641,0.489704215
2005,1120,0.391304348,0.549072188
2005,1122,0.313432836,0.498908276
2005,1123,0.471544715,0.530100934
2005,1133,0.333333333,0.546691231
2005,1139,0.375,0.449327169
2005,1140,0.25,0.567520267
2005,1141,0.246153846,0.498504158
2005,1148,0.408759124,0.443971863
2005,1150,0.674603175,0.521896153
2005,1151,0.576642336,0.463436981
2005,1157,0.231884058,0.472128068
2005,1158,0.56779661,0.465352321
2005,1160,0.390977444,0.584703071
2005,1165,0.444444444,0.45628409
2005,1179,0.372093023,0.545605269
2005,1187,0.162393162,0.572643399
2005,1191,0.303278689,0.499648852
2005,1200,0.369230769,0.494868456
2005,1207,0.537037037,0.554613013
2005,1211,0.794117647,0.563976613
2005,1217,0.388059701,0.493608737
2005,1218,0.438016529,0.524216372
2005,1219,0.335820896,0.435512699
2005,1232,0.238095238,0.542071569
2005,1241,0.189781022,0.464276441
2005,1247,0.358778626,0.507104045
2005,1250,0.397163121,0.422688879
2005,1258,0.343283582,0.526655186
2005,1261,0.608695652,0.581649852
2005,1265,0.357664234,0.45037819
2005,1267,0.141791045,0.556265566
2005,1277,0.777777778,0.549140369
2005,1281,0.418803419,0.618740922
2005,1298,0.27480916,0.429883819
2005,1301,0.53125,0.557273439
2005,1308,0.083333333,0.525654952
2005,1317,0.411764706,0.487762212
2005,1320,0.586466165,0.554845658
2005,1321,0.36440678,0.555890864
2005,1328,0.777777778,0.578649058
2005,1329,0.732758621,0.631828492
2005,1340,0.576923077,0.405087623
2005,1343,0.414814815,0.514853023
2005,1345,0.156521739,0.604511559
2005,1348,0.165413534,0.474395138
2005,1349,0.53968254,0.564215297
2005,1350,0.388059701,0.503859381
2005,1352,0.425531915,0.451911801
2005,1365,0.368421053,0.543979683
2005,1373,0.230769231,0.491874098
2005,1375,0.266129032,0.500243283
2005,1379,0.213592233,0.497885353
2005,1382,0.026548673,0.484462199
2005,1384,0.411347518,0.447582854
2005,1394,0.625,0.379495792
2005,1395,0.454545455,0.54035788
2005,1397,0.372881356,0.593798708
2005,1403,0.643478261,0.579531613
2005,1404,0.196721311,0.456554945
2005,1412,0.650793651,0.53441915
2005,1425,0.277777778,0.565679448
2005,1427,0.427480916,0.456021369
2005,1428,0.8125,0.525592278
2005,1435,0.52991453,0.568904117
